sifra,ime,tipi,efekt,ATK,DEF,level,atribut,summon condition 
95886782,ZW - Sylphid Wing,"Effect Monster,Beast","You can only control 1 ""ZW - Sylphid Wing"". You can target 1 ""Utopia"" monster you control; equip this card from your hand or field to it. It gains 800 ATK. Once per turn, if a monster(s) is Special Summoned by your opponent's activated effect: You can make the equipped monster gain 1600 ATK. (This ATK gain remains even if this card leaves the field or the monster becomes unaffected by card effects.) If you activate the equipped monster's effect by detaching its material, you can send this card to the GY instead of 1 of those materials.                    ",800,1600,4,LIGHT,
76080032,ZW - Unicorn Spear,"Effect Monster,Beast","You can target 1 ""Number C39: Utopia Ray"" you control; equip this card from your hand to that target. It gains 1900 ATK. If the equipped monster battles an opponent's monster, the opponent's monster's effect is negated during the Battle Phase only. You can only control 1 ""ZW - Unicorn Spear"".                    ",1900,0,4,LIGHT,
23771716,7 Colored Fish,"Normal Monster,Fish",A rare rainbow fish that has never been caught by mortal man                    ,1800,800,4,WATER,
21044178,Abyss Dweller,"Effect Monster,Sea Serpent"," While this card has an Xyz Material attached that was originally WATER, all WATER monsters you control gain 500 ATK. Once per turn, during either player's turn: You can detach 1 Xyz Material from this card; any card effects that activate in your opponent's Graveyard cannot be activated this turn.                    ",1700,1400,4,WATER,2 Level 4 monsters 
82184400,Abyss Keeper,"Effect Monster,Fish","If this card is used for the Xyz Summon of a ""Number"" monster, it can be treated as a Level 3 or 4 monster. If all monsters you control are WATER (min. 1): You can Special Summon this card from your hand, and if you do, add 1 Level 3, 4, or 5 Fish monster from your Deck to your hand, except ""Abyss Shark"". For the rest of this turn, you cannot Special Summon monsters, except WATER monsters, also, double the first battle damage inflicted to your opponent this turn by your ""Number"" monster battling another monster. You can only use this effect of ""Abyss Shark"" once per turn.                    ",1500,700,,WATER,
18318842,Abyss Soldier,"Effect Monster,Aqua",Once per turn: You can discard 1 WATER monster to the Graveyard to target 1 card on the field; return it to the hand.                    ,1800,1300,4,WATER,
88409165,Abyss Warrior,"Effect Monster,Aqua","Once per turn: You can discard 1 WATER monster to the Graveyard, then target 1 monster in either player's Graveyard; return that target to either the top or bottom of the Deck.                    ",1800,1300,4,WATER,
44223284,Abyssal Kingshark,"Effect Monster,Fish","Once per turn, if this card would be destroyed by an effect that does not target it, it is not destroyed.                    ",1700,600,4,WATER,
17080584,Abyssrhine the Atlantean Spirit,"Effect Monster,Aqua","You can Tribute this card from your hand and 1 ""Atlantean"" or ""Mermail"" monster from your hand or field; take 1 Level 7 Fish, Sea Serpent, or Aqua monster from your Deck and either add it to your hand or Special Summon it, also you cannot Special Summon from the Extra Deck for the rest of this turn, except WATER monsters. During your opponent's turn (Quick Effect): You can banish this card from your GY and discard 1 card to the GY; draw 1 card. You can only use each effect of ""Abyssrhine, the Atlantean Spirit"" once per turn.                    ",1600,1600,3,WATER,"(This card is always treated as a ""Mermail"" card.)"
09453320,"Abysstrite, the Atlantean Spirit","Effect Monster,Sea Serpent","WATER monsters you control gain 300 ATK/DEF for each material attached to this card. You can only use each of the following effects of ""Abysstrite, the Atlantean Spirit"" once per turn. If this card is Xyz Summoned: You can target 1 Level 7 or lower Fish, Sea Serpent, or Aqua monster in your GY; Special Summon it. You can detach 1 material from this card; Set 1 ""Abyss-"" Trap from your Deck.                    ",2100,2800,7,WATER,2+ Level 7 WATER monsters
10286023,Adamancipator Crystal - Dragite,"Effect Monster,Rock","If this card is Special Summoned by the effect of an ""Adamancipator"" card: You can draw 1 card. If this card is in your GY: You can target 1 WATER Synchro Monster you control or in your GY; return it to the Extra Deck, and if you do, place this card on top of the Deck. You can only use each effect of ""Adamancipator Crystal - Dragite"" once per turn.                    ",0,2200,4,WATER,
09464441,Adamancipator Risen - Dragite,"Effect Monster,Rock","During your Main Phase: You can excavate the top 5 cards of your Deck, and if you do, you can return cards your opponent controls to the hand, up to the number of excavated Rock monsters, also place the excavated cards on the bottom of your Deck in any order. When your opponent activates a Spell/Trap Card or effect, while a WATER monster is in your GY (Quick Effect): You can negate the activation, and if you do, destroy it. You can only use each effect of ""Adamancipator Risen - Dragite"" once per turn.                    ",3000,2200,8,WATER,1 Tuner + 1+ non-Tuner monsters
15464375,Adularia of the June Moon,"Effect Monster,Spellcaster","If you control a face-up card in your Spell & Trap Zone, you can Special Summon this card (from your hand). You can only Special Summon ""Adularia of the June Moon"" once per turn this way. Gains 600 ATK/DEF for each face-up Spell/Trap on the field. You can send 2 face-up cards from your Spell & Trap Zone to the GY; send 1 Level 4 or lower monster from your Deck to the GY. You can only use this effect of ""Adularia of the June Moon"" once per turn.                    ",1000,1000,5,WATER,
46358784,Advanced Crystal Beast Emerald Tortoise,"Effect Monster,Aqua","If ""Advanced Dark"" is not in a Field Zone, send this monster to the GY. Once per turn (Quick Effect): You can target 1 face-up monster on the field; change its battle position. If this face-up card is destroyed in a Monster Zone, you can place it face-up in your Spell & Trap Zone as a Continuous Spell, instead of sending it to the GY.                    ",600,2000,3,WATER,
10678778,Aegaion the Sea Castrum,"Effect Monster,Machine","If this card destroys a monster with an A-Counter by battle, it can attack once again in a row.                    ",3000,800,8,WATER,
38468214,Alien Hypno,"Gemini Monster,Reptile","This card is treated as a Normal Monster while face-up on the field or in the Graveyard. While this card is face-up on the field you can Normal Summon it to have it be treated as an Effect Monster with this effect: During your Main Phase, you can select 1 monster your opponent controls with an A-Counter(s) and take control of it while this card is on the field. During each of your End Phases, remove 1 A-Counter from each controlled monster. If all A-Counters are removed from one of those monsters, destroy it.                    ",1600,700,4,WATER,
85673903,Altergeist Fijialert,"Effect Monster,Spellcaster","When an ""Altergeist"" Link Monster is Link Summoned to your field (except during the Damage Step): You can target 1 other Link Monster on the field; Special Summon this card from your hand to your zone that target points to, also, for the rest of this turn, that monster is also treated as an ""Altergeist"" monster. You can only use this effect of ""Altergeist Fijialert"" once per turn.                    ",1400,1200,4,WATER,
25533642,Altergeist Meluseek,"Effect Monster,Spellcaster","This card can attack directly. When this card inflicts battle damage to your opponent: You can target 1 card your opponent controls; send it to the GY. If this card is sent from the field to the GY: You can add 1 ""Altergeist"" monster from your Deck to your hand, except ""Altergeist Meluseek"". You can only use this effect of ""Altergeist Meluseek"" once per turn.                    ",500,300,1,WATER,
17968114,Amazon of the Seas,"Normal Monster,Fish",A mermaid who serves as herald of the Ocean Lord. She protects the sacred domain of Atlantis.                    ,1300,1400,4,WATER,
95174353,Ameba,"Effect Monster,Aqua","When the control of this face-up card on the field shifts to your opponent, inflict 2000 points of damage to your opponent's Life Points. This effect can only be used once as long as this card remains face-up on the field.                    ",300,350,1,WATER,
67371383,Amphibian Beast,"Normal Monster,Fish","On land or in the sea, the speed of this monster is unmatchable.                    ",2400,2000,6,WATER,
40173854,Amphibious Bugroth,"Fusion Monster,Aqua","Ground Attacker Bugroth + ""Sentinel of the Sea""                    ",1850,1300,5,WATER,
04754691,Amphibious Bugroth MK-11,"Effect Monster,Machine","While ""Umi"" is not on the field, this card gains 700 ATK, also it cannot attack directly. While ""Umi"" is on the field: You can target 1 face-up non-WATER monster on the field; destroy it. You can only use this effect of ""Amphibious Bugroth MK-11"" once per turn.                    ",1850,1500,5,WATER,
64342551,Amphibious Bugroth MK-3,"Effect Monster,Machine","While ""Umi"" is face-up on the field, this card can attack your opponent's Life Points directly.                    ",1500,1300,4,WATER,
13923256,Ancient Warriors - Eccentric Lu Jing,"Effect Monster,Beast-Warrior","You can target 1 Continuous Spell/Trap you control; send it to the GY, and if you do, add 1 ""Ancient Warriors"" Spell/Trap with a different name from your GY to your hand. If your other ""Ancient Warriors"" monster's effect is activated (except during the Damage Step): You can target 1 Spell/Trap your opponent controls; destroy it. You can only use each effect of ""Ancient Warriors - Eccentric Lu Jing"" once per turn.                    ",700,2000,4,WATER,
77539547,Ancient Warriors - Graceful Zhou Gong,"Effect Monster,Beast-Warrior","You can target 1 Continuous Spell/Trap you control; send it to the GY, and if you do, add 1 ""Ancient Warriors"" Spell/Trap from your Deck to your hand. If your other ""Ancient Warriors"" monster's effect is activated (except during the Damage Step): You can target 1 Effect Monster your opponent controls; negate its effects until the end of this turn. You can only use each effect of ""Ancient Warriors - Graceful Zhou Gong"" once per turn.                    ",1600,1600,4,WATER,
40140448,Ancient Warriors - Masterful Sun Mou,"Effect Monster,Beast-Warrior","While you control another ""Ancient Warriors"" monster, your opponent's monsters cannot target this card for attacks. You can only use each of the following effects of ""Ancient Warriors - Masterful Sun Mou"" once per turn.<br><li>You can send 1 card from your hand or field to the GY; add 1 ""Ancient Warriors"" monster from your Deck to your hand, except ""Ancient Warriors - Masterful Sun Mou"".<br><li>If your other ""Ancient Warriors"" monster's effect is activated (except during the Damage Step): You can target 1 monster your opponent controls; return it to the hand.                    ",1800,1500,4,WATER,
73979030,Angraecum Umbrella,"Effect Monster,Spellcaster","When this card is Normal Summoned: You can discard 1 card, then target 1 Level 4 or lower monster in your GY; Special Summon it in Defense Position, but negate its effects, also for the rest of this turn, you cannot Special Summon monsters from the Extra Deck, except Synchro Monsters.                    ",500,1500,3,WATER,
05846183,Appliancer Breakerbuncle,"Effect Monster,Machine","During damage calculation, if an ""Appliancer"" monster you control battles an opponent's monster (Quick Effect): You can discard this card; for that battle, that monster you control cannot be destroyed, also you take no battle damage. If an ""Appliancer"" monster(s) you control would be destroyed by a card effect, you can banish this card from your field or GY instead.                    ",0,0,1,WATER,
04729591,Appliancer Kappa Scale,"Effect Monster,Machine","When your opponent's monster declares a direct attack, if you have another ""Ninja"" monster in your Graveyard: You can banish this card from your Graveyard to target the attacking monster; negate that attack.                    ",0,1600,,WATER,
86164529,Aqua Dragon,"Fusion Monster,Sea Serpent","Fairy Dragon + ""Amazon of the Seas"" + ""Zone eater""                    ",2250,1900,6,WATER,
85639257,Aqua Madoor,"Normal Monster,Spellcaster",A wizard of the waters that conjures a liquid wall to crush any enemies that oppose him.                    ,1200,2000,4,WATER,
40916023,Aqua Spirit,"Effect Monster,Aqua","Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by banishing 1 WATER monster from your GY. Once per turn, during your opponent's Standby Phase: You can target 1 face-up monster your opponent controls; change that target's battle position, and if you do, it cannot change its battle position for the rest of this turn.                    ",1600,1200,4,WATER,
92053608,Aquaactress Arowana,"Effect Monster,Aqua","Once per turn: You can add 1 ""Aquaactress"" monster from your Deck to your hand.                    ",2000,2000,6,WATER,
66668900,Aquaactress Guppy,"Effect Monster,Aqua","Once per turn: You can Special Summon 1 ""Aquaactress"" monster from your hand.                    ",600,600,2,WATER,
39260991,Aquaactress Tetra,"Effect Monster,Aqua","Once per turn: You can add 1 ""Aquarium"" card from your Deck to your hand.                    ",300,300,1,WATER,
22377815,Aquarian Alessa,"Gemini Monster,Aqua","This card is treated as a Normal Monster while face-up on the field or in the Graveyard. While this card is face-up on the field, you can Normal Summon it to have it be treated as an Effect Monster with this effect: <li>When this card destroys an opponent's monster by battle and sends it to the Graveyard, they discard 1 random card.                    ",1500,500,4,WATER,
56827051,"Ariel, Priestess of the Nekroz","Effect Monster,Psychic","Once per turn: You can reveal any number of ""Nekroz"" cards in your hand; increase or reduce this card's Level by the number of revealed cards until the end of this turn. If this card is Tributed by a card effect: You can add 1 ""Nekroz"" monster from your Deck to your hand, except a Ritual Monster. You can only use this effect of ""Ariel, Priestess of the Nekroz"" once per turn.                    ",1000,1800,4,WATER,
65910922,"Arionpos, Serpent of the Ghoti","Effect Monster,Fish","If this card is Synchro Summoned: You can banish 1 Level 6 or lower Fish monster from your Deck. If this card is sent to the GY as Synchro Material: You can target 1 Fish monster in your GY; banish that target, then you can add 1 Fish monster with an equal or lower Level from your Deck to your hand. You can only use each effect of ""Arionpos, Serpent of the Ghoti"" once per turn.                    ",2100,0,6,WATER,1 Tuner + 1+ non-Tuner monsters
20470500,Armed Sea Hunter,"Effect Monster,Sea Serpent","If you control another face-up WATER monster, negate the effects of the monster that battled with this card, after damage calculation. If this card would be destroyed, you can destroy 1 face-up Level 3 or lower WATER monster you control instead.                    ",1800,400,4,WATER,
50789693,Armored Kappa,"Effect Monster,Psychic","Once per turn: You can detach 1 Xyz Material from this card; this card gains 1000 ATK or DEF. During either player's Battle Step, while an attack involving your monster is occurring: You can discard 1 card; for the rest of this turn, monsters you control cannot be destroyed by battle, also you take no battle damage. You can only use this effect of ""Armored Kappa"" once per Duel.                    ",400,1000,2,WATER,2 Level 2 monsters
27480536,Armored Shark,"Effect Monster,Fish","You can send 1 WATER Xyz Monster from your Extra Deck to the GY, then target 1 Fish monster in your GY with the same Level as the Rank of that monster; Special Summon it. During your opponent's turn, if this card is in your GY (Quick Effect): You can target 1 WATER Xyz Monster you control; equip this card to that monster as an Equip Spell that gives it 500 ATK. You can only use each effect of ""Armored Shark"" once per turn.                    ",500,2000,3,WATER,"(This card is always treated as an ""Armored Xyz"" card.)"
17535588,Armored Starfish,"Normal Monster,Aqua",A bluish starfish with a solid hide capable of fending off attacks.                    ,850,1400,4,WATER,
17170970,Armored White Bear,"Effect Monster,Beast","If this card is Normal or Special Summoned while a Synchro Monster is on the field: You can target 1 Field Spell in your GY; add it to your hand. If this card is destroyed by battle and sent to the GY, or if this card in your possession is destroyed by an opponent's card effect and sent to your GY: You can Special Summon 1 Level 4 or lower Beast monster from your Deck or GY, except ""Armored White Bear"". You can only use each effect of ""Armored White Bear"" once per turn.                    ",1800,1400,4,WATER,
58569561,Aromage Rosemary,"Effect Monster,Plant","While your LP is higher than your opponent's, if a Plant-Type monster you control attacks, your opponent cannot activate monster effects until the end of the Damage Step. Once per turn, if you gain LP: Target 1 face-up monster on the field; change its battle position.                    ",1800,700,4,WATER,
07913375,Artillery Catapult Turtle,"Effect Monster,Aqua","You can Tribute 1 monster; Special Summon 1 ""Gaia The Fierce Knight"" monster, or 1 Level 5 Dragon monster, from your hand or Deck. You can only use this effect of ""Artillery Catapult Turtle"" once per turn.                    ",1000,2000,4,WATER,
46815301,"Askaan, the Bicorned Ghoti","Effect Monster,Fish","If this card is Synchro Summoned: You can target 1 Fish monster you control and 1 card your opponent controls; banish them. If this card is banished: You can banish 1 Fish monster from your GY; Special Summon this card. You can only use each effect of ""Askaan, the Bicorned Ghoti"" once per turn.                    ",2700,0,8,WATER,1 Tuner + 1+ non-Tuner monsters
12888461,Aspischool,"Effect Monster,Fish","When this card is Normal Summoned: You can Special Summon 1 Level 6 or lower Fish monster from your hand in Defense Position, but banish it when it leaves the field. If this card is banished: You can Special Summon this card in Defense Position. You can only use this effect of ""Aspischool"" once per turn.                    ",300,300,4,WATER,
08078366,Atlantean Attack Squad,"Effect Monster,Sea Serpent","This card gains 800 ATK while you control a face-up Fish, Sea Serpent, or Aqua-Type monster other than this card.                    ",1400,0,3,WATER,
74311226,Atlantean Dragoons,"Effect Monster,Sea Serpent","All your Level 3 or lower Sea Serpent monsters can attack directly. If this card is sent to the GY to activate a WATER monster's effect: Add 1 Sea Serpent monster from your Deck to your hand, except ""Atlantean Dragoons"".                    ",1800,0,4,WATER,
37104630,Atlantean Heavy Infantry,"Effect Monster,Sea Serpent","During your Main Phase, you can Normal Summon a Level 4 or lower Sea Serpent-Type monster in addition to your Normal Summon/Set. (You can only gain this effect once per turn.) When this card is sent to the Graveyard to activate a WATER monster's effect: Target 1 face-up card your opponent controls; destroy that target.                    ",0,1600,2,WATER,
00706925,Atlantean Marksman,"Effect Monster,Sea Serpent","When this card inflicts Battle Damage to your opponent: You can Special Summon 1 Level 4 or lower Sea Serpent-Type ""Atlantean"" monster, except ""Atlantean Marksman"", from your Deck. When this card is sent to the Graveyard for the activation of a WATER monster's effect: Target 1 Set card your opponent controls; destroy that target.                    ",1400,0,3,WATER,
26976414,Atlantean Pikeman,"Normal Monster,Sea Serpent","The Great Ocean Lord, who reigns over the depths, is served by these lancers. Deep-sea creatures exist in fear of facing the stream of attacks their lances are capable of.                    ",1400,0,2,WATER,
70089580,Aurora Wing,"Effect Monster,Winged Beast","When this card is destroyed by battle and sent to the Graveyard: You can Special Summon this card in face-up Attack Position. You can only use the effect of ""Aurora Wing"" once per turn.                    ",1200,1600,4,WATER,
51618973,"Avance, Swordsman of the Nekroz","Effect Monster,Spellcaster","If you Ritual Summon exactly 1 ""Nekroz"" Ritual Monster with a card effect that requires use of monsters, this card you control can be used as the entire Tribute. When this card is Normal Summoned: You can Special Summon 1 ""Nekroz"" monster from your Deck, except ""Avance, Swordsman of the Nekroz"". If this card is Tributed by card effect: You can add any number of your banished ""Nekroz"" cards with different names to your hand. You can only use this effect of ""Avance, Swordsman of the Nekroz"" once per Duel.                    ",1500,800,4,WATER,
74426895,Awakening of the Possessed - Gagigobyte,"Effect Monster,Reptile","You can Special Summon this card (from your hand or Deck) by sending 1 face-up Spellcaster monster and 1 face-up Level 4 or lower WATER monster you control to the GY. You can only use each of the following effects of ""Awakening of the Possessed - Gagigobyte"" once per turn.<br><li>When this card is Special Summoned by its effect: You can send 1 random card from your opponent's hand to the GY, then each player draws 1 card.<br><li>If this card is sent from the field to the GY: You can add 1 ""Spiritual Water Art"" card or 1 ""Possessed"" Spell/Trap from your Deck to your hand.                    ",2000,200,5,WATER,
22790789,B.E.S. Crystal Core,"Effect Monster,Machine","When this card is Normal Summoned, put 3 counters on it. This card cannot be destroyed by battle. If this card battles a monster, remove 1 counter from this card at the end of the Damage Step. If you cannot, destroy it. Once per turn, during your Main Phase, you can change 1 face-up Attack Position monster your opponent controls to face-up Defense Position.                    ",2100,1000,5,WATER,
00440556,Bahamut Shark,"Effect Monster,Sea Serpent",Once per turn: You can detach 1 material from this card; Special Summon 1 Rank 3 or lower WATER Xyz Monster from your Extra Deck. This card cannot attack for the rest of this turn.                    ,2600,2100,4,WATER,2 Level 4 WATER monsters
10963799,Barrier Statue of the Torrent,"Effect Monster,Aqua","No monsters can be Special Summoned, except for WATER monsters.                    ",1000,1000,4,WATER,
99426834,Beastking of the Swamps,"Effect Monster,Aqua","You can substitute this card for any 1 Fusion-Material Monster. When you do this, the other Fusion-Material Monster(s) must be the correct one(s).                    ",1000,1100,4,WATER,
06625096,Beautunaful Princess,"Effect Monster,Fish","When this card is Normal or Special Summoned: You can banish this card; Special Summon 1 Level 4 or lower Fish-Type monster from your Deck, except ""Beautunaful Princess"". You can only use this effect of ""Beautunaful Princess"" once per turn.                    ",0,0,1,WATER,
49522489,Beelze Frog,"Effect Monster,Aqua","Increase the ATK of this card by 300 points for each ""T.A.D.P.O.L.E."" in your Graveyard.                    ",1200,800,3,WATER,
88962829,Beetrooper Light Flapper,"Effect Monster,Insect","If this card is Normal or Special Summoned: You can target 2 of your ""Beetrooper"" monsters with different names, that are banished and/or in your GY; add them to your hand, but for the rest of this turn you cannot activate their effects, or the effects of cards with their names. When an opponent's monster declares an attack: You can return this card to the hand, and if you do, negate that attack. You can only use each effect of ""Beetrooper Light Flapper"" once per turn.                    ",2000,2200,6,WATER,
94022093,Behegon,"Normal Monster,Aqua","With an enormous maw and massive teeth, this monstrosity is one dangerous and strange serpent from the deep.                    ",1350,1000,4,WATER,
51254277,Big Jaws,"Effect Monster,Fish","At the end of the Battle Phase, if this card attacked: Banish it.                    ",1800,300,3,WATER,
18322364,Big Whale,"Effect Monster,Fish",When this card is Tribute Summoned: You can Tribute this card; Special Summon 3 Level 3 WATER monsters from your Deck. Their effects are negated.                    ,1000,3000,9,WATER,
44702857,Bitelon,"Effect Monster,Reptile","If this card attacks a Defense Position monster, inflict piercing battle damage to your opponent.                    ",2400,1000,6,WATER,
02095764,"Bixi, Water of the Yang Zing","Effect Monster,Wyrm","When this card you control is destroyed by battle or card effect and sent to your Graveyard: You can Special Summon 1 ""Yang Zing"" monster from your Deck in Attack Position, except ""Bixi, Water of the Yang Zing"". You can only use this effect of ""Bixi, Water of the Yang Zing"" once per turn. Once per turn, during your opponent's Main Phase or Battle Phase, you can: Immediately after this effect resolves, Synchro Summon 1 Synchro Monster, using only ""Yang Zing"" monsters you control (this is a Quick Effect). A Synchro Monster that used this card as a Synchro Material is unaffected by Trap effects.                    ",0,2000,2,WATER,
67647362,"Blackbeard, the Plunder Patroll Captain","Effect Monster,Fiend","You can target 1 ""Plunder Patroll"" monster in your GY, except ""Blackeyes, the Plunder Patroll Seaguide""; Special Summon this card from your hand, and if you do, add that monster to your hand, also you cannot Special Summon for the rest of this turn, except ""Plunder Patroll"" monsters. If this card is sent from the hand or Monster Zone to the GY: You can target 1 ""Plunder Patroll"" Monster Card in your Spell & Trap Zone; Special Summon it in Defense Position. You can only use each effect of ""Blackeyes, the Plunder Patroll Seaguide"" once per turn.                    ",1600,1000,,WATER,
61802346,Blizzard Dragon,"Effect Monster,Dragon",Once per turn: You can target 1 monster your opponent controls; it cannot change its battle position or declare an attack until the opponent's next End Phase.                    ,1800,1000,4,WATER,
43694481,Blizzard Falcon,"Effect Monster,Winged Beast","If this card's current ATK is higher than its original ATK: You can inflict 1500 damage to your opponent. This effect can only be used once while this card is face-up on the field. You can only use the effect of ""Blizzard Falcon"" once per turn.                    ",1500,1500,4,WATER,
28348537,Blizzard Princess,"Effect Monster,Spellcaster","You can Tribute Summon this card in face-up Attack Position by Tributing 1 Spellcaster-Type monster. After this card was Normal Summoned, your opponent cannot activate Spell/Trap Cards for the rest of that turn.                    ",2800,2100,8,WATER,
50920465,Blizzard Thunderbird,"Effect Monster,Winged Beast","You can discard 1 card; Special Summon 2 WATER Winged-Beast-Type monsters, 1 from your hand and 1 from your Graveyard, except ""Blizzard Thunderbird"", then return this card from the field to the hand. You can only use this effect of ""Blizzard Thunderbird"" once per turn.                    ",1600,1400,4,WATER,
96565487,Blizzard Warrior,"Effect Monster,Warrior","If this card destroys an opponent's monster by battle, look at the top card of their Deck, then return it to either the top or bottom of their Deck.                    ",1400,400,3,WATER,
60161788,"Blizzed, Defender of the Ice Barrier","Effect Monster,Aqua","When this card is destroyed by battle and sent to the Graveyard, draw 1 card.                    ",300,500,1,WATER,
14568951,Blue Dragon Ninja,"Effect Monster,Sea Serpent","Once per turn, during either player's turn: You can discard 1 ""Ninja"" monster and 1 ""Ninjitsu Art"" card to target 1 face-up monster your opponent controls; this turn, that monster's effects are negated, also that monster cannot attack.                    ",2100,1200,5,WATER,
40217358,Blue Duston,"Effect Monster,Fiend","Cannot be used as a Fusion, Synchro, or Xyz Material for a Summon. While this card is face-up on the field, it cannot be Tributed. When this card on the field is destroyed: Banish 1 random card from the controller's hand, face-down, until the next turn's Standby Phase. You can only control 1 face-up ""Blue Duston"".                    ",0,1000,1,WATER,
55349375,"Bluebeard, the Plunder Patroll Shipwright","Effect Monster,Fiend","If you control a ""Plunder Patroll"" monster, except ""Bluebeard, the Plunder Patroll Shipwright"": You can Special Summon this card from your hand. If this card is sent from the hand or Monster Zone to the GY: You can discard 1 card; draw 1 card. You can only use each effect of ""Bluebeard, the Plunder Patroll Shipwright"" once per turn.                    ",500,1000,4,WATER,
48531733,Bolt Penguin,"Normal Monster,Thunder","With each arm forming an electric whip, this monster paralyzes its enemies with electric shocks.                    ",1100,800,3,WATER,
98456117,Boneheimer,"Normal Monster,Aqua","This monster wanders the seas, sucking dry any creatures it may encounter.                    ",850,400,3,WATER,
84824601,Botanical Girl,"Effect Monster,Plant","When this card is sent from the field to the Graveyard, you can add 1 Plant-Type monster with 1000 or less DEF from your Deck to your hand.                    ",1300,1100,3,WATER,
81386177,Bottom Dweller,"Normal Monster,Fish",This is one sea creature whose wrath is something monsters fear to face.                    ,1650,1700,5,WATER,
16507828,Bracchio-Raidus,"Fusion Monster,Dinosaur","""Two-Headed King Rex"" + ""Crawling Dragon #2""                    ",2200,2000,6,WATER,
02102065,Brinegir,"Effect Monster,Sea Serpent","If this card is Normal or Special Summoned: You can target 1 WATER monster in your GY; this card gains ATK equal to that monster's ATK until the end of this turn. If this card is sent to the GY: You can target 1 WATER monster you control; it gains 1000 ATK until the end of this turn. You can only use each effect of ""Brinegir"" once per turn.                    ",1000,2600,7,WATER,
50321796,"Brionac, Dragon of the Ice Barrier","Effect Monster,Sea Serpent","You can discard any number of cards to the GY, then target the same number of cards your opponent controls; return those cards to the hand. You can only use this effect of ""Brionac, Dragon of the Ice Barrier"" once per turn.                    ",2300,1400,6,WATER,1 Tuner + 1+ non-Tuner monsters
65892310,"Brionac, the Magical Ice Dragon","Effect Monster,Sea Serpent","If this card is Synchro Summoned: You can discard 1 card, then target 1 card on the field; return it to the hand. If this card is Special Summoned from the GY: You can discard 1 card, then target 1 card on the field; return it to the hand. You can only use each effect of ""Brionac, the Magical Ice Dragon"" once per turn.                    ",2300,1400,6,WATER,1 Tuner + 1+ non-Tuner monsters
58288565,Butterfly Fish,"Effect Monster,Fish","If this card is sent to the GY to activate a monster effect: You can add this card to your hand. If a monster(s) is sent to your GY, except by battle, while this card is in your GY (except during the Damage Step): You can discard 1 card to the GY; Special Summon this card. You can only use 1 ""Butterfly Fish"" effect per turn, and only once that turn. You cannot Special Summon from the Extra Deck, except WATER monsters, the turn you activate either of this card's effects.                    ",700,400,3,WATER,
07150545,Buzzsaw Shark,"Effect Monster,Fish","You can target 1 WATER monster you control; Special Summon from your Deck in Defense Position, 1 Fish monster with the same Level as that monster, but with a different name, and if you do, it cannot activate its effects this turn, also, you cannot Special Summon monsters from the Extra Deck for the rest of this turn, except Xyz Monsters. You can only use this effect of ""Buzzsaw Shark"" once per turn. If this card is used for the Xyz Summon of a WATER monster, it can be treated as a Level 3 or 5 monster.                    ",1600,500,4,WATER,
95614612,Cannonball Spear Shellfish,"Effect Monster,Aqua","While ""Umi"" is face-up on the field, this card is unaffected by any Spell Cards.                    ",1000,1000,2,WATER,
37806313,Caravan of the Ice Barrier,"Effect Monster,Sea Serpent","Once per turn, you can return 2 ""Ice Barrier"" monsters in your Graveyard to the Deck to have both players draw 1 card.                    ",500,200,1,WATER,
46848859,Carrierroid,"Effect Monster,Machine","When an opponent activates a card's effect that targets and destroys a Spell or Trap Card(s) you control, you can discard 1 card to negate its activation and destroy the card.                    ",1000,800,4,WATER,
94076521,Cartorhyn the Hidden Gem of the Seafront,"Effect Monster,Rock","You can discard this card; you can Normal Summon 1 EARTH or WATER monster during your Main Phase this turn, in addition to your Normal Summon/Set. (You can only gain this effect once per turn.) If you control an EARTH and WATER monster(s), while this card is in your GY: You can Special Summon this card, but banish it when it leaves the field. You can only use each effect of ""Cartorhyn the Hidden Gem of the Seafront"" once per turn.                    ",500,1600,2,WATER,
84224627,Cat Shark,"Effect Monster,Beast","While this card has a material attached that was originally WATER, it cannot be destroyed by battle. Once per turn (Quick Effect): You can detach 1 material from this card, then target 1 Rank 4 or lower Xyz Monster you control; its ATK/DEF become double its original ATK/DEF until the end of this turn.                    ",500,500,2,WATER,2 Level 2 monsters
62850093,Cataclysmic Circumpolar Chilblainia,"Effect Monster,Fairy","If a face-up WATER monster(s) you control is destroyed by battle or an opponent's card effect: You can Special Summon this card from your hand, then you can send 1 random card from your opponent's hand to the GY. You can only use this effect of ""Cataclysmic Circumpolar Chilblainia"" once per turn.                    ",2600,200,8,WATER,
95727991,Catapult Turtle,"Effect Monster,Aqua",You can Tribute 1 monster; inflict damage to your opponent equal to half the Tributed monster's ATK on the field.                    ,1000,2000,5,WATER,
47346782,Centerfrog,"Effect Monster,Aqua","Cannot be used as material for a Fusion, Synchro, Xyz, or Link Summon. If this card is Normal or Flip Summoned: Change it to Defense Position. Once per turn: You can target 1 monster in your opponent's Main Monster Zone; give your opponent control of this Defense Position card by moving it to their zone adjacent to the target, then if your opponent controls exactly 2 ""Centerfrog"" in the Main Monster Zone, gain control of all monsters in between those 2 cards.                    ",100,2000,2,WATER,
18914778,Change Slime,"Normal Monster,Aqua",A slime that can morph and adopt the shape and size of any monster it chooses.                    ,400,300,1,WATER,
