sifra,ime,tip,efekt 
75967082,Short Circuit,normal spell,"Activate only if you control 3 or more ""Batteryman"" monsters. Destroy all cards your opponent controls."
14816688,Shuffle Reborn,normal spell,"If you control no monsters: Target 1 monster in your Graveyard; Special Summon it, but its effects are negated, also banish it during the End Phase. You can banish this card from your Graveyard, then target 1 card you control; shuffle it into the Deck, then draw 1 card, also during the End Phase of this turn, banish 1 card from your hand. You can only use this effect of ""Shuffle Reborn"" once per turn."
42534368,Silent Doom,normal spell,Target 1 Normal Monster in your Graveyard; Special Summon it in face-up Defense Position. It cannot attack.
28617139,Simorgh Onslaught,normal spell,"Discard 1 Winged Beast monster; add 2 ""Simorgh"" monsters with different Attributes from your Deck to your hand. You can banish this card from your GY; reveal 1 Winged Beast monster in your hand, and if you do, reduce the Levels of monsters in your hand with that name by 1 for the rest of this turn (even after they are Summoned). You can only activate 1 ""Simorgh Onslaught"" per turn."
64002884,Simorgh Repulsion,normal spell,"Discard 1 Winged Beast monster; return all cards in your opponent's Spell & Trap Zones to the hand. You can banish this card from your GY; reveal 1 Winged Beast monster in your hand, and if you do, reduce the Levels of monsters in your hand with that name by 1 for the rest of this turn (even after they are Summoned). You can only activate 1 ""Simorgh Repulsion"" per turn."
24081957,Sinful Spoils of Subversion - Snake-Eye,normal spell,"Target 1 face-up monster on the field; place it face-up in its owner's Spell & Trap Zone as a Continuous Spell. You can only activate 1 ""Sinful Spoils of Subversion - Snake-Eye"" per turn."
68661341,Single Purchase,normal spell,"If you have 3 or more cards in your hand (other than this card), and none of them are monsters: Banish your entire hand face-up; add 1 monster from your Deck to your hand. If you do, you cannot Normal or Special Summon any monsters for the rest of this turn, except monsters with that name."
81426505,Six Strike - Triple Impact,normal spell,"If you control 3 or more face-up ""Six Samurai"" monsters, you can activate 1 of these effects:<br><li>Destroy all face-up monsters your opponent controls.<br><li>Destroy all face-up Spell/Trap Cards your opponent controls.<br><li>Destroy all Set Spell/Trap Cards your opponent controls."
99550630,Sky Striker Maneuver - Afterburners!,normal spell,"If you control no monsters in your Main Monster Zones: Target 1 face-up monster on the field; destroy it, then, if you have 3 or more Spells in your GY, you can destroy 1 Spell/Trap on the field."
25955749,Sky Striker Maneuver - Jamming Waves!,normal spell,"If you control no monsters in your Main Monster Zones: Target 1 Set Spell/Trap on the field; destroy it, then, if you have 3 or more Spells in your GY, you can destroy 1 monster on the field."
46271408,Sky Striker Maneuver - Scissors Cross,normal spell,"If you control no monsters in your Main Monster Zone: Target 1 Level 4 ""Sky Striker Ace"" monster in your GY; add it to your hand, or if you have 3 or more Spells in your GY, you can Special Summon it instead."
21623008,Sky Striker Maneuver - Vector Blast!,normal spell,"If you control no monsters in your Main Monster Zone: Each player sends the top 2 cards of their Deck to the GY (or as many as possible, if less than 2), then, if you sent at least 1 card to the GY, and have 3 or more Spells in your GY, you can shuffle all your opponent's monsters from the Extra Monster Zone into the Deck."
63166095,Sky Striker Mobilize - Engage!,normal spell,"If you control no monsters in your Main Monster Zones: Add 1 ""Sky Striker"" card from your Deck to your hand, except ""Sky Striker Mobilize - Engage!"", then, if you have 3 or more Spells in your GY, you can draw 1 card."
40522482,Skydive Scorcher,normal spell,"Target 1 ""Elemental HERO"" Fusion Monster you control; destroy as many monsters your opponent controls as possible, with ATK higher than that monster's, then inflict damage to your opponent equal to the highest original ATK among those destroyed monsters in the Graveyard (your choice, if tied). If a ""Skyscraper"" Field Spell Card is in your Field Zone, inflict damage to your opponent equal to the combined original ATK of those destroyed monsters in the Graveyard, instead."
71344451,Slash Draw,normal spell,"Discard 1 card; send cards from the top of your Deck to the GY, equal to the number of cards your opponent controls, then draw 1 card, and show it. Then, if it was ""Slash Draw"", send it to the GY, and if you do, destroy as many cards on the field as possible, then inflict 2000 damage to your opponent for each card destroyed and sent to the GY by this effect. If the card you drew was not ""Slash Draw"", shuffle cards from your GY into your Deck, equal to the number of cards sent from your Deck to the GY by this effect. You can only activate 1 ""Slash Draw"" per turn."
89558743,Small World,normal spell,"Reveal 1 monster in your hand, choose 1 monster from your Deck that has exactly 1 of the same Type, Attribute, Level, ATK or DEF, and banish the revealed monster from your hand face-down. Then add, from the Deck to your hand, 1 monster that has exactly 1 of the same Type, Attribute, Level, ATK or DEF as the monster chosen from your Deck, and banish the card chosen from the Deck face-down. You can only activate 1 ""Small World"" per turn."
97169186,Smashing Ground,normal spell,"Destroy the 1 face-up monster your opponent controls that has the highest DEF (your choice, if tied)."
02099841,Smile World,normal spell,"All face-up monsters currently on the field gain 100 ATK for each monster currently on the field, until the end of this turn."
17189677,Snake Rain,normal spell,Discard 1 card. Select 4 Reptile-Type monsters from your Deck and send them to the Graveyard.
00691925,Solar Recharge,normal spell,"Discard 1 ""Lightsworn"" monster; draw 2 cards, then send the top 2 cards of your Deck to the GY."
27870337,Solfachord Elegance,normal spell,"Activate 1 of these effects;<br><li>Place 1 ""Solfachord"" Pendulum Monster from your Deck in your Pendulum Zone.<br><li>Add 1 ""Solfachord"" Pendulum Monster from your hand to your Extra Deck face-up, then, place 2 ""Solfachord"" Pendulum Monsters, 1 odd and 1 even Pendulum Scale, from your Deck in your Pendulum Zones.<br><li>Add 2 cards, 1 odd and 1 even Pendulum Scale, from your Pendulum Zones to the Extra Deck face-up, and if you do, draw 2 cards.<br>You can only activate 1 ""Solfachord Elegance"" per turn."
53265336,Solfachord Scale,normal spell,"You can apply any of the following effects, in sequence, based on the number of ""Solfachord"" Pendulum Monster Cards you control with different names.<br><li>3+: Return 1 card from your Pendulum Zone to the hand, and if you do, place 1 face-up ""Solfachord"" Pendulum Monster from your Extra Deck in your Pendulum Zone.<br><li>5+: Special Summon 1 ""Solfachord"" Pendulum Monster from your hand.<br><li>7+: Destroy all face-up cards your opponent controls.<br>You can only activate 1 ""Solfachord Scale"" per turn."
54447022,Soul Charge,normal spell,"Target any number of monsters in your Graveyard; Special Summonthem, and if you do, you lose 1000 Life Points for each monster Special Summoned by this effect. You cannot conduct your Battle Phase the turn you activate this card. You can only activate 1 ""Soul Charge"" per turn."
68005187,Soul Exchange,normal spell,"Target 1 monster your opponent controls; this turn, if you Tribute a monster, you must Tribute that monster, as if you controlled it. You cannot conduct your Battle Phase the turn you activate this card."
95026693,Soul of Fire,normal spell,"Your opponent draws 1 card. Select 1 Pyro-Type monster from your Deck and remove it from play. Inflict damage to your opponent equal to half the ATK of the removed monster. If you activate this card, you cannot declare an attack this turn."
47852924,Soul of the Pure,normal spell,Increases your Life Points by 800 points.
05758500,Soul Release,normal spell,Target up to 5 cards in any GY(s); banish them.
81510157,Soul Taker,normal spell,"Destroy 1 face-up monster your opponent controls. Then, your opponent gains 1000 Life Points."
42314669,Soundproofed,normal spell,"This card can only be activated at the start of Main Phase 1, and only if you control no face-up Synchro Monsters. Neither player can Special Summon a Synchro Monster until your opponent's next End Phase."
01539051,Space Gift,normal spell,"Draw 1 card for each different ""Neo-Spacian"" name on the monsters you control."
39041729,Spacetime Transcendence,normal spell,"Banish 2 or more Dinosaur monsters from your GY; Special Summon 1 Dinosaur monster from your hand or GY whose Level equals the total Levels of those banished monsters, but it cannot attack this turn."
76103675,Sparks,normal spell,Inflicts 200 points of Direct Damage to your opponent's Life Points.
42598242,Special Hurricane,normal spell,Discard 1 card from your hand. Destroy all Special Summoned monsters on the field.
97520701,Special Schedule,normal spell,"Target 1 Machine-Type monster in your Graveyard with 3000 or more ATK; Special Summon that target in face-up Defense Position. You can only activate 1 ""Special Schedule"" per turn. If this Set card is sent from the field to the Graveyard: You can target 1 Level 10 Machine-Type monster in your Graveyard; add that target to your hand."
12292422,Specimen Inspection,normal spell,"Reveal 1 ""Fossil Fusion"" in your hand; send 1 monster from your hand to the GY, and if you do, declare a Type and a Level, then your opponent looks at their hand and Deck, and sends 1 monster with the declared Type and Level from one of them to the GY (if possible). You can only activate 1 ""Specimen Inspection"" per turn."
88204302,Speed Recovery,normal spell,"Target 1 ""Speedroid"" monster in your Graveyard; Special Summon it. During your Main Phase, except the turn this card was sent to the Graveyard: You can banish this card from your Graveyard then target 1 ""Speedroid"" monster in your Graveyard; add it to your hand."
29114773,Speedroid Scratch,normal spell,"Send 1 ""Speedroid"" card from your hand to the GY; add 1 ""Speedroid"" monster from your Deck to your hand. You can only activate 1 ""Speedroid Scratch"" per turn."
41160595,Spell Calling,normal spell,"When this face-down card is destroyed and sent to the Graveyard by the effect of a Spell or Trap Card controlled by your opponent, select 1 Quick-Play Spell Card from your Deck and Set it after showing it to your opponent."
15735108,"Spell Card ""Soul Exchange""",normal spell,"Immediately after this effect resolves, Tribute Summon 1 monster (and you can Tribute monsters your opponent controls even though you do not control them), but it cannot be Tributed this turn. If this card is sent from the field to the GY: Your opponent can apply this card's preceding effect. You can only activate 1 ""Spell Card ""Soul Exchange"""" per turn."
00313513,Spell Gear,normal spell,"Send 3 ""Ancient Gear"" cards you control to the Graveyard. You can Special Summon up to 1 ""Ancient Gear Golem"" from your hand and 1 from your Deck, ignoring the Summoning conditions. Then, destroy all monsters you control except ""Ancient Gear Golems"". You cannot Normal Summon or Set until the end of your next turn."
75014062,Spell Power Grasp,normal spell,"Place 1 Spell Counter on a face-up card that you can place a Spell Counter on. Then you can add 1 ""Spell Power Grasp"" from your Deck to your hand. You can only activate 1 ""Spell Power Grasp"" per turn."
38943357,Spell Power Mastery,normal spell,"Add 1 ""Endymion"" card from your Deck to your hand, then you can count the number of ""Spell Power Mastery"" and ""Spell Power Grasp"" you control and/or have in your GY, and place that many Spell Counters among card(s) you control that you can place a Spell Counter on. You can only activate 1 ""Spell Power Mastery"" per turn."
29228529,Spell Reproduction,normal spell,"Send 2 Spell Cards from your hand to the Graveyard, then target 1 Spell Card in your Graveyard; add that target to your hand."
84117021,Spell Wall,normal spell,"Activate 1 of these effects. Your opponent takes no further damage this turn.<br><li>During this turn, no Summon of a Spellcaster-Type monster can be negated, and when a Spellcaster-Type monster is Summoned, your opponent cannot activate cards or effects.<br><li>Target 1 Spellcaster-Type monster you control; if it attacks this turn, your opponent cannot activate cards or effects until the end of the Damage Step."
40230018,Spellbook Library of the Crescent,normal spell,"If you have no ""Spellbook"" Spell Cards in your Graveyard: Reveal 3 ""Spellbook"" Spell Cards with different names from your Deck, your opponent randomly adds 1 of them to your hand, and shuffle the rest back into your Deck. You can only activate 1 ""Spellbook Library of the Crescent"" per turn. You cannot activate any Spell Cards the turn you activate this card, except ""Spellbook"" Spell Cards."
20822520,Spellbook Library of the Heliosphere,normal spell,"If you have 5 or more ""Spellbook"" Spell Cards in your Graveyard: Reveal the top 2 cards of your Deck; add any revealed ""Spellbook"" Spell Cards to your hand, and shuffle any remaining cards into the Deck. You can only activate 1 ""Spellbook Library of the Heliosphere"" per turn. You cannot activate any Spell Cards the turn you activate this card, except ""Spellbook"" Spell Cards."
61592395,Spellbook of Eternity,normal spell,"Target 1 of your banished ""Spellbook"" Spell Cards, except ""Spellbook of Eternity""; add that target to your hand. You can only activate 1 ""Spellbook of Eternity"" per turn."
23314220,Spellbook of Knowledge,normal spell,"Send to the GY either 1 Spellcaster monster you control, or 1 other ""Spellbook"" card from your hand or face-up from your field, except ""Spellbook of Knowledge"", and if you do, draw 2 cards. You can only activate 1 ""Spellbook of Knowledge"" per turn."
43841694,Spellbook of Miracles,normal spell,"Target 1 Spellcaster-Type Xyz Monster in your Graveyard and up to 2 of your banished ""Spellbook"" Spell Cards; Special Summon that monster, and if you do, attach the targeted ""Spellbook"" Spell Card(s) to it as Xyz Material. You can only activate 1 ""Spellbook of Miracles"" per turn."
25123082,Spellbook of Power,normal spell,"Target 1 Spellcaster-Type monster you control; until the End Phase, it gains 1000 ATK. Also, until the End Phase, each time it destroys an opponent's monster by battle: You can add 1 ""Spellbook"" Spell Card from your Deck to your hand. You can only activate 1 ""Spellbook of Power"" per turn."
89739383,Spellbook of Secrets,normal spell,"Add 1 ""Spellbook"" card from your Deck to your hand, except ""Spellbook of Secrets"". You can only activate 1 ""Spellbook of Secrets"" per turn."
56981417,Spellbook of the Master,normal spell,"If you control a Spellcaster-Type monster: You can reveal 1 other ""Spellbook"" card in your hand to target 1 ""Spellbook"" Normal Spell Card in your Graveyard, except ""Spellbook of the Master""; this card's effect becomes that target's effect. You can only activate 1 ""Spellbook of the Master"" per turn."
82768499,Spiral Flame Strike,normal spell,"Activate 1 of these effects:<br><li>If you control an ""Odd-Eyes"" card: Target 1 card on the field; destroy it.<br><li>Add to your hand, 1 Level 7 ""Odd-Eyes"" monster from your Deck, or 1 face-up Level 7 ""Odd-Eyes"" Pendulum Monster from your Extra Deck."
38590361,Spiral Fusion,normal spell,"Fusion Summon 1 Dragon Fusion Monster from your Extra Deck, using monsters from your hand or field as Fusion Material. If you Special Summoned ""Gaia the Dragon Champion"" by this effect, it gains 2600 ATK, also it can make up to 2 attacks on monsters during each Battle Phase."
69832741,Spirit Elimination,normal spell,"When monsters in the Graveyard are removed from play, remove monsters on your side of the field from play as substitutes. This card remains active until the end of the turn that it is activated. The substitutes remain removed from play."
28234578,Spiritual Entanglement,normal spell,"Target 1 face-up monster your opponent controls; banish it until the End Phase. You can only activate 1 ""Spiritual Entanglement"" per turn."
15866454,Spiritualism,normal spell,Return 1 Spell or Trap Card on your opponent's side of the field to his/her hand. This card's activation and effect cannot be negated by any other card.
23499963,Springans Watch,normal spell,"Add 1 ""Great Sand Sea - Gold Golgonda"" from your Deck to your hand. If ""Great Sand Sea - Gold Golgonda"" is in your Field Zone, you can apply this effect instead.<br>Add 1 ""Springans"" monster from your Deck to your hand, and if you do, send 1 ""Springans"" monster from your Deck to the GY.<br>You can only activate 1 ""Springans Watch"" per turn."
54562327,Stake your Soul!,normal spell,"Reveal 1 monster in your hand; Special Summon 1 ""Vanquish Soul"" monster with the same Attribute, but a different name, from your Deck, but return it to the hand during the End Phase. You can only activate 1 ""Stake your Soul!"" per turn."
81385346,Stamping Destruction,normal spell,"If you control a Dragon monster: Target 1 Spell/Trap on the field; destroy that target, and if you do, inflict 500 damage to its controller."
65384188,Stand-Off,normal spell,"Target 1 face-up Attack Position Effect Monster on each side of the field; if both monsters are still face-up on the field, negate their effects, then if both their effects were negated by this effect, as long as those monsters are in face-up Attack Position, they cannot be destroyed by battle, are unaffected by other card effects, also they cannot attack or change their battle positions."
67196946,Star Blast,normal spell,"Pay any number of Life Points in multiples of 500. Reduce the Level of 1 monster you control or that is in your hand by 1 for each 500 Life Points you paid, until the End Phase."
43661068,"Star Light, Star Bright",normal spell,"Target 1 face-up monster you control; all face-up monsters you currently control with an ATK or DEF equal to that monster's become the same Level as that monster, until the End Phase."
37750912,Stardust Illumination,normal spell,"Send 1 ""Stardust"" monster from your Deck to the GY, or if you control ""Stardust Dragon"" or a Synchro Monster that lists ""Stardust Dragon"" in its text, you can Special Summon it instead. You can banish this card from your GY, then target 1 ""Stardust"" monster you control; increase or decrease its Level by 1 until the end of this turn. You can only use each effect of ""Stardust Illumination"" once per turn."
89181369,Stardust Shimmer,normal spell,"Select 1 Dragon-Type Synchro Monster in your Graveyard. Remove from play other monster(s) in your Graveyard whose total Levels equal the Level of the selected monster, and Special Summon it from the Graveyard."
22007085,Starry Knight Balefire,normal spell,"Add 1 ""Starry Knight"" monster, or 1 Level 7 LIGHT Dragon monster, from your Deck to your hand, then, if you control no monsters and your opponent controls a DARK monster, you can Special Summon 1 Level 7 LIGHT Dragon monster from your hand. You can only activate 1 ""Starry Knight Balefire"" per turn."
63102017,Stop Defense,normal spell,"Select 1 of your opponent's monsters and switch it to Attack Position. If the card is face-down, flip it face-up. If the card has a flip effect, it is activated immediately."
13210191,Storm,normal spell,"Destroy all Spell and Trap Cards you control, then destroy as many Spell/Trap Cards your opponent controls as possible, up to the number of your own cards you destroyed."
60764581,Stray Lambs,normal spell,"If you activate this card, you cannot Normal Summon, Flip Summon or Special Summon during this turn. Special Summon 2 ""Lamb Tokens"" (Beast-Type/EARTH/Level 1/ATK 0/DEF 0) in Defense Position."
81756619,Succumbing-Song Morganite,normal spell,"For the rest of this Duel, apply the following effects.<br><li>You cannot activate monster effects in the hand.<br><li>Monsters you control can make up to 2 attacks on monsters during each Battle Phase.<br><li>If your monster battles an opponent's monster, any battle damage it inflicts to your opponent is doubled.<br>You can banish this card from your GY; add 1 ""Morganite"" card from your Deck to your hand, then place 1 card from your hand on the bottom of the Deck."
41139112,Summon Dice,normal spell,"Pay 1000 LP; roll a six-sided die, then apply the result.<br><li>1 or 2: Immediately after this effect resolves, you can Normal Summon 1 monster.<br><li>3 or 4: You can Special Summon 1 monster from your GY.<br><li>5 or 6: You can Special Summon 1 Level 5 or higher monster from your hand.<br>You can only activate 1 ""Summon Dice"" per turn."
71459861,Summon Storm,normal spell,"Pay 800 LP; Special Summon 1 Level 6 or lower WIND monster from your hand. During your Main Phase, except the turn this card was sent to the GY: You can banish this card from your GY; Special Summon 1 Level 4 or lower WIND monster from your hand. You can only use this effect of ""Summon Storm"" once per turn."
79816536,Summoner's Art,normal spell,Add 1 Level 5 or higher Normal Monster from your Deck to your hand.
52838896,Summoning Swarm,normal spell,"Target Level 4 or lower ""Battlewasp"" monsters in your GY, up to the number of monsters your opponent controls; Special Summon them. You can only activate 1 ""Summoning Swarm"" per turn. You cannot Special Summon monsters from the Extra Deck the turn you activate this card, except Insect monsters."
53286626,Sunvine Sowing,normal spell,"Special Summon 1 ""Sunseed"" monster from your Deck, and if you do, take 1000 damage. If you control no ""Sunavalon"" Link Monsters, you can only Special Summon ""Sunseed Genius Loci"" with this effect. For the rest of this turn after this card resolves, you cannot Special Summon monsters from the Extra Deck, except Plant monsters. If a Plant Link Monster(s) you control would be destroyed by battle or an opponent's card effect, you can banish this card from your GY instead. You can only activate 1 ""Sunvine Sowing"" per turn."
16780318,Super All In!,normal spell,"Return 1 Synchro Monster you control to the Extra Deck, and if you do, Special Summon 4 ""Flower Cardian"" monsters from your GY, then, draw 1 card and show it, then, if it is a ""Flower Cardian"" monster, you can Special Summon it, ignoring its Summoning conditions. Otherwise, destroy as many monsters you control as possible, and if you destroyed at least 1, halve your LP. During the End Phase, if this card is in the GY because it was sent there by the effect of a ""Flower Cardian"" monster this turn while in your possession: You can add 1 Spell/Trap from your GY to your hand."
66171432,Super Koi Koi,normal spell,"Excavate the top 3 cards of your Deck and Special Summon as many ""Flower Cardian"" monsters among them as possible, ignoring their Summoning conditions, but their Levels become 2 and they have their effects negated. Banish the remaining cards, face-down, and if you do, lose 1000 LP for each. You can banish this card from your Graveyard and Tribute 1 monster; Special Summon 1 ""Flower Cardian"" monster from your hand, ignoring its Summoning conditions. You can only activate 1 ""Super Koi Koi"" per turn."
72332074,Super Quantal Alphan Spike,normal spell,"If you control 3 or more ""Super Quantum"" monsters with different names: Shuffle as many cards your opponent controls as possible into the Deck, then your opponent Special Summons 1 monster from their Extra Deck, ignoring its Summoning conditions. You can banish this card and 1 ""Super Quantal Fairy Alphan"" from your Graveyard; activate 1 ""Super Quantal Mech Ship Magnacarrier"" from your Deck."
98380593,Supremacy Berry,normal spell,"If your Life Points were lower than your opponent's when this card was activated, gain 2000 Life Points. If your Life Points were higher than your opponent's, you take 1000 damage."
33057951,Surface,normal spell,"Target 1 Level 3 or lower Fish, Sea Serpent, or Aqua-Type monster in your Graveyard; Special Summon it in face-up Defense Position."
70083592,Suture Rebirth,normal spell,"Target 1 ""Fluffal"" or ""Frightfur"" monster in your Graveyard; Special Summon it, but its effects are negated. You can only activate 1 ""Suture Rebirth"" per turn."
44843954,"Sweet Dreams, Nemleria",normal spell,"Add 1 ""Nemleria"" monster from your Deck to your hand, then, if you have ""Dreaming Nemleria"" face-up in your Extra Deck, your opponent cannot activate cards or effects this turn when a ""Nemleria"" monster(s) is Normal or Special Summoned. You can place this card from the GY on the bottom of your Deck, then target 1 ""Dreaming Nemleria"" you control; add it to the Extra Deck face-up. You can only activate 1 ""Sweet Dreams, Nemleria"" per turn."
96765646,Swing of Memories,normal spell,"Target 1 Normal Monster in your GY; Special Summon it, but destroy it during the End Phase of this turn."
72302403,Swords of Revealing Light,normal spell,"After this card's activation, it remains on the field, but you must destroy it during the End Phase of your opponent's 3rd turn. When this card is activated: If your opponent controls a face-down monster, flip all monsters they control face-up. While this card is face-up on the field, your opponent's monsters cannot declare an attack. "
56465981,Swordsoul Emergence,normal spell,"Add 1 ""Swordsoul"" monster from your Deck to your hand, or if you control a Synchro Monster, you can add 1 Wyrm monster instead. If this card is banished: You can target 1 ""Swordsoul"" monster, or Wyrm monster, you control; increase or decrease its Level by 1 until the end of this turn. You can only use each effect of ""Swordsoul Emergence"" once per turn."
83308376,Swordsoul Punishment,normal spell,"If you control a Synchro Monster: Target 1 card on the field or in either GY; banish it. If your opponent controls a Ritual, Fusion, Synchro, Xyz, or Link Monster: You can banish 1 Synchro Monster from your GY; add this card from the GY to your hand. You can only use each effect of ""Swordsoul Punishment"" once per turn."
93850690,Swordsoul Sacred Summit,normal spell,"Target 1 ""Swordsoul"" monster in your GY, or if you control a Synchro Monster, you can target 1 Wyrm monster instead; Special Summon it. If this card is banished: You can target 1 ""Swordsoul"" monster, or Wyrm monster, you control; increase or decrease its Level by 1 until the end of this turn. You can only use each effect of ""Swordsoul Sacred Summit"" once per turn."
82016179,Sylvan Charity,normal spell,"Draw 3 cards, then, if you have a ""Sylvan"" card in your hand, reveal 2 cards from your hand including at least 1 ""Sylvan"" card, then place them on the top of the Deck in any order. Otherwise, reveal your entire hand, then place it on the top of the Deck in any order. You can only activate 1 ""Sylvan Charity"" per turn."
02295831,Symbol of Friendship,normal spell,"To activate this card, you must draw it for your normal draw in your Draw Phase while your opponent controls 3 or more monsters and you control no monsters, reveal it, and keep it revealed until the Main Phase 1. During your Main Phase 1 that sameturn: You can activate this card from your hand; reveal 1 card from your Deck, and add it to your hand."
35537860,Synchro Blast Wave,normal spell,Activate only while you control a face-up Synchro monster. Destroy 1 monster your opponent controls.
36737092,Synchro Change,normal spell,Remove from play 1 face-up Synchro Monster you control. Special Summon 1 Synchro Monster from your Extra Deck whose Level is the same as the removed monster's. Its effect(s) is negated.
41097056,Synchro Cracker,normal spell,"Target 1 Synchro Monster you control; return it to the Extra Deck, and if you do, destroy all face-up monsters your opponent controls with ATK less than or equal to that Synchro Monster's original ATK."
22414174,Synchro Creed,normal spell,"If a Synchro Monster is on the field: Draw 1 card, then, if 3 or more Synchro Monsters are on the field, you can draw 1 more card. You can only activate 1 ""Synchro Creed"" per turn."
52128900,Synchro Gift,normal spell,"Select 2 face-up monsters you control (1 Synchro Monster and 1 non-Synchro monster). Until the End Phase of this turn, reduce the ATK of the Synchro Monster to 0, and the other monster gains ATK equal to the Synchro Monster's original ATK."
99243014,Synchro Overtake,normal spell,"Reveal 1 Synchro Monster in your Extra Deck, choose 1 of the Synchro Materials whose name is listed on that card, and add to your hand or Special Summon that monster, from your Deck or GY, also you cannot Special Summon monsters from the Extra Deck the turn you activate this card, except Synchro Monsters. You can only activate 1 ""Synchro Overtake"" per turn."
00653675,Synchro Overtop,normal spell,"Target any number of Level 7 or 8 Dragon Synchro Monsters in your GY; Special Summon them in Defense Position, but their Levels become 1 and their effects are negated, also you cannot Special Summon monsters from the Extra Deck for the rest of this turn, except Synchro Monsters. When a Synchro Monster you control is destroyed by battle: You can banish this card from your GY; Special Summon 1 ""Crimson Dragon"" from your Extra Deck. You can only use each effect of ""Synchro Overtop"" once per turn."
88901994,Synchro Rumble,normal spell,"Target 1 Tuner or 1 Level 7 or 8 Dragon Synchro Monster in your GY; Special Summon it in Defense Position, also for the rest of this turn after this card resolves, you cannot Special Summon from the Extra Deck, except Synchro Monsters. If a Level 7 or 8 Dragon Synchro Monster(s) or ""Crimson Dragon"" you control would be destroyed by battle or card effect, you can banish this card from your GY instead. You can only activate 1 ""Synchro Rumble"" per turn."
18895832,System Down,normal spell,Pay 1000 Life Points; banish all face-up Machine-Type monsters your opponent controls and in their Graveyard.
28189908,T.G. Limiter Removal,normal spell,"Discard 1 card; add 2 ""T.G."" monsters with different names from your Deck to your hand. You can banish this card from your GY, then target 1 ""T.G."" monster in your GY; shuffle it into the Deck, or if you control a Machine ""T.G."" monster, you can add it to your hand instead. You can only use 1 ""T.G. Limiter Removal"" effect per turn, and only once that turn."
83682725,Tail Swipe,normal spell,"Target 1 face-up Level 5 or higher Dinosaur monster you control; if that Dinosaur monster is still face-up on the field, choose up to 2 monsters your opponent controls that have a lower Level than it, or are face-down, and return the chosen monsters to the hand."
99289828,Tales of the White Forest,normal spell,"If you control an Illusion or Spellcaster monster: Add 1 ""White Forest"" monster from your Deck to your hand. If this card is sent to the GY to activate a monster effect: You can Set this card. You can only use each effect of ""Tales of the White Forest"" once per turn."
09831539,Tannhauser Gate,normal spell,Target 2 face-up monsters you control; the Level of each target becomes equal to their combined original Levels.
33878367,Tearlaments Grief,normal spell,"Special Summon 1 ""Tearlaments"" monster or ""Visas Starfrost"" from your Deck or GY, then send 1 monster you control to the GY, with the same Type or Attribute as that Special Summoned monster. If this card is sent to the GY by card effect: You can target 1 of your banished ""Tearlaments"" Traps; add it to your hand. You can only use 1 ""Tearlaments Grief"" effect per turn, and only once that turn."
33609262,Tenacity of the Monarchs,normal spell,"Reveal 1 monster in your hand with 2400 ATK & 1000 DEF, or 2800 ATK & 1000 DEF; add 1 ""Monarch"" Spell/Trap Card from your Deck to your hand, except ""Tenacity of the Monarchs"". You can only activate 1 ""Tenacity of the Monarchs"" per turn."
73628505,Terraforming,normal spell,Add 1 Field Spell from your Deck to your hand.
11110587,That Grass Looks Greener,normal spell,If you have more cards in your Deck than your opponent does: Send cards from the top of your Deck to the GY so you have the same number of cards in the Deck as your opponent.
50427388,That Wacky Magic!,normal spell,Banish all Spell Cards in your Graveyard; destroy all face-up monsters your opponent controls with DEF less than or equal to the number of Spell Cards you banished x 300.
73680966,The Beginning of the End,normal spell,Activate only if there are 7 or more DARK monsters in your Graveyard. Remove from play 5 DARK monsters from your Graveyard to draw 3 cards.
82386016,The Big Cattle Drive,normal spell,"If you control a Beast, Beast-Warrior, or Winged Beast-Type monster: Draw 1 card for each of those Monster Types you control. You cannot activate other Spell/Trap Cards or effects during the turn you activate this card."
01689516,The Big March of Animals,normal spell,"Until the End Phase, increase the ATK of all face-up Beast-Type monsters on your side of the field by 200 points for each Beast-Type monster on your side of the field."
41142615,The Cheerful Coffin,normal spell,You can discard up to 3 Monster Cards from your hand to the Graveyard.
64927055,The Chorus in the Sky,normal spell,"Pay 1000 LP, then target 1 Fairy monster in your GY; add it to your hand, then, if ""The Sanctuary in the Sky"" is on the field or in either GY, you can add 1 of your banished ""The Sanctuary in the Sky"", or 1 of your banished cards that mentions it, to your hand. You can only activate 1 ""The Chorus in the Sky"" per turn."
46232525,The Claw of Hermos,normal spell,"(This card is also always treated as ""Legendary Dragon Hermos"".)<br>Send 1 monster from your hand or your side of the field to the Graveyard of the Type that is listed on a Fusion Monster that can only be Special Summoned with ""The Claw of Hermos"" (if that card is Set, reveal it), then Special Summon that Fusion Monster from your Extra Deck. You can only activate 1 ""The Claw of Hermos"" per turn."
01784686,The Eye of Timaeus,normal spell,"(This card is also always treated as ""Legendary Dragon Timaeus"".)<br>Target 1 ""Dark Magician"" monster you control; Fusion Summon 1Fusion Monster from your Extra Deck that lists that monster on thefield as a Fusion Material Monster, using it as the Fusion Material. You can only activate 1 ""The Eye of Timaeus"" per turn."
11082056,The Fang of Critias,normal spell,"(This card is also always treated as ""Legendary Dragon Critias"".)<br>Send 1 Trap Card from your hand or your side of the field to the Graveyard that is listed on a Fusion Monster that can only be Special Summoned with ""The Fang of Critias"" (if that card is Set, reveal it), then Special Summon that Fusion Monster from your Extra Deck. You can only activate 1 ""The Fang of Critias"" per turn."
