sifra,ime,tip,efekt 
32247099,Ultimate Divine-Beast,continous trap,"When an opponent's monster declares an attack: You can discard 1 Spell/Trap, then target 1 Divine-Beast monster in your GY; Special Summon it in Defense Position, then change the attack target to it. During the End Phase, if you control a Divine-Beast monster: You can destroy all face-up cards your opponent controls that activated their effects on the field this turn. You can only use each effect of ""Ultimate Divine-Beast"" once per turn."
70109009,Ultimate Earthbound Immortal,continous trap,"If a Normal Summoned/Set ""Earthbound Immortal"" monster is on the field: You can target 1 face-up monster on the field; destroy it. You can only use this effect of ""Ultimate Earthbound Immortal"" once per turn."
80604091,Ultimate Offering,continous trap,"During your Main Phase or your opponent's Battle Phase: You can pay 500 LP; immediately after this effect resolves, Normal Summon/Set 1 monster."
76823930,Ultimeat Offering,continous trap,"During your Main Phase: You can pay 1000 LP; you can conduct up to 3 Normal Summons/Sets this turn, not just 1. During your opponent's Battle Phase: You can pay 500 LP; immediately after this effect resolves, Normal Summon 1 monster. You can only use each effect of ""Ultimeat Offering"" once per turn."
69452756,Unending Nightmare,continous trap,"You can pay 1000 LP, then target 1 face-up Spell/Trap Card on the field; destroy it. You can only activate this effect of ""Unending Nightmare"" once per Chain."
95352218,Unification,continous trap,"Once per turn, during each player's Standby Phase: The turn player declares a Level from among the face-up monster they control, then sends all face-up monsters they control with a different Level to the Graveyard."
25704359,Unpossessed,continous trap,"Charmer"" monsters you control cannot be destroyed by battle. If a ""Familiar-Possessed"" monster you control attacks an opponent's monster, it gains 800 ATK during damage calculation only. If a monster(s) you control is destroyed by battle or card effect: You can Special Summon 1 Spellcaster-Type monster with 1500 DEF from your Deck, whose Attribute is different from at least 1 of those destroyed monsters' original Attributes on the field, in Attack Position or face-down Defense Position. You can only use this effect of ""Unpossessed"" once per turn"
15758127,Ursarctic Quint Charge,continous trap,"Once per turn: You can pay 700 LP, then activate 1 of the following effects;<br><li>Add 1 ""Ursarctic"" monster from your GY to your hand.<br><li> Tribute 2 ""Ursarctic"" monsters (even if face-down), and if you do, Special Summon from your Extra Deck, 1 ""Ursarctic"" monster with a Level equal to the difference in Levels of those monsters, ignoring its Summoning conditions.<br>When your ""Ursarctic"" Synchro Monster is destroyed by an opponent's attack: You can activate this effect; your opponent must shuffle cards into the Deck so the total number of cards in their hand, field, and GY is 7."
98167225,Vaalmonica Creation,continous trap,"While you have 6 or more Resonance Counters on your field, ""Vaalmonica"" Link Monsters you control gain 1200 ATK. You can only use each of the following effects of ""Vaalmonica Creation"" once per turn. If your opponent Special Summons a monster(s), you can (except during the Damage Step): Immediately after this effect resolves, Link Summon 1 ""Vaalmonica"" Link Monster. If this card is sent from the hand or field to the GY: You can place Resonance Counters on 1 card in your Pendulum Zone that you can place a Resonance Counter on, so it has 3 Resonance Counters."
94933468,Vain Betrayer,continous trap,"When an opponent's Xyz Monster declares an attack: Activate this card by targeting the attacking monster. It cannot attack, also its effects are negated. While that monster is on the field, during each of your opponent's End Phases: Send the top 3 cards of the opponent's Deck to the Graveyard. When that monster leaves the field, destroy this card."
05851097,Vanity's Emptiness,continous trap,Neither player can Special Summon monsters. If a card is sent from the Deck or the field to your GY: Destroy this card.
64038662,Variable Form,continous trap,"Once per turn, you can activate 1 of these effects.<br><li> Target 2 face-up ""Inzektor"" monsters you control; equip one to the other.<br><li> Target 1 ""Inzektor"" monster you control that is an Equip Card; Special Summon that target in face-up Defense Position."
84281045,Vaylantz Wave - Master Phase,continous trap,"Once per turn, if a card in the Monster Zone moves to another Monster Zone (except during the Damage Step): You can activate 1 of these effects;<br><li>Level 5 or higher ""Vaylantz"" monsters you currently control gain 1200 ATK until the end of this turn.<br><li>Send this face-up card from the Spell & Trap Zone to the GY, then target 1 Effect Monster in your opponent's Main Monster Zone; place that opponent's monster face-up as a Continuous Spell in their Spell & Trap Zone in its same column. (If the zone is occupied, destroy the occupying card.)"
01683982,Viper's Grudge,continous trap,"Non-Reptile monsters you control cannot attack, also you cannot activate their effects. You can only use each of the following effects of ""Viper's Grudge"" once per turn. If a face-up Reptile monster(s) you control is destroyed by battle or sent to the GY: You can Special Summon 1 Level 4 or lower Reptile monster from your Deck. If this card is destroyed in the Spell & Trap Zone: You can return all your banished Reptile monsters to your GY."
13364097,Virtual World Gate - Chuche,continous trap,"You can target 1 face-up card on the field; shuffle 2 of your banished ""Virtual World"" cards with different names from each other into the Deck, then destroy that card. During your Main Phase: You can banish this card from your GY, then target 1 ""Virtual World"" monster you control; increase or decrease its Level/Rank by 3 until the end of this turn. You can only use each effect of ""Virtual World Gate - Chuche"" once per turn."
18249921,Virtual World Gate - Xuanwu,continous trap,"During the Battle Phase, if you control another ""Virtual World Gate"" card: You can target 1 face-up monster on the field; change its battle position. During your Main Phase: You can banish this card from your GY, then target 1 ""Virtual World"" monster in your GY; Special Summon it, but negate its effects, then send 1 card from your hand to the GY. You can only use each effect of ""Virtual World Gate - Xuanwu"" once per turn. You can only activate 1 ""Virtual World Gate - Xuanwu"" per turn."
45313724,Void Cauldron,continous trap,"This card is sent to the GY if you have any cards in your hand. If an ""Infernity"" monster(s) and/or a Level 8 DARK Dragon Synchro Monster(s) you control would be destroyed by your opponent's card effect, you can banish 1 ""Infernity"" card from your GY instead."
94432298,Void Launch,continous trap,"During each of your Standby Phases: You can send up to 2 ""Infernoid"" monsters from your Deck to the Graveyard. If you control a monster that is not an ""Infernoid"" monster, send this card to the Graveyard."
61965407,Void Purification,continous trap,"If you control a monster that is not an ""Infernoid"" monster, send this card to the Graveyard. You can only use each of these effects of ""Void Purification"" once per turn.<br><li>During each of your opponent's Standby Phases: You can target 1 ""Infernoid"" monster in your Graveyard; add it to your hand.<br><li>During each of your Standby Phases: You can target 1 of your banished ""Infernoid"" monsters; return it to the Graveyard."
84138874,Volcanic Inferno,continous trap,"When your opponent activates a monster effect on the field: You can banish 1 Pyro monster from your GY; inflict 500 damage to your opponent, then, if you banished a ""Volcanic"" monster to activate this effect, you can negate that effect. During your opponent's End Phase: You can target up to 2 of your ""Volcanic"" monsters that are banished and/or in your GY; place them on the bottom of your Deck in any order. You can only use each effect of ""Volcanic Inferno"" once per turn."
17078030,Wall of Revealing Light,continous trap,"When you activate this card, pay any multiple of 1000 Life Points. None of your opponent's monsters with ATK equal to or less than the Life Points you paid can attack."
95084054,Wattcannon,continous trap,"Once per turn, when a Level 4 or lower Thunder-Type monster is Normal or Special Summoned to the field, inflict 600 damage to your opponent."
23440062,Wicked Rebirth,continous trap,"Pay 800 Life Points, select 1 Synchro Monster from your Graveyard, and Special Summon it in face-up Attack Position. Its effect is negated, and this turn it cannot declare an attack. When this card is removed from the field, destroy that monster. When that monster is destroyed, destroy this card."
42167046,Widespread Dud,continous trap,"Select 2 face-up Attack Position monsters on the field. When any of the selected monsters are removed from the field, destroy this card. When this card is destroyed, destroy the selected monster(s)."
94553671,Witchcrafter Patronus,continous trap,"You can target 1 of your Spellcaster monsters that is banished or in your GY; shuffle it into the Deck, and if you do, add 1 ""Witchcrafter"" Spell from your Deck to your hand. If this card is in your GY, except the turn it was sent there: You can banish this card, then target any number of your banished ""Witchcrafter"" Spells with different names; add them to your hand. You can only use each effect of ""Witchcrafter Patronus"" once per turn."
36197902,World Legacy Collapse,continous trap,"You can banish 1 ""World Legacy"" monster from your hand, GY, or face-up field, then target 1 Link Monster on the field; it gains ATK equal to the original ATK of the banished monster (even if this card leaves the field). If a Link Monster(s) you control is destroyed by battle or an opponent's card effect while this card is in your GY: You can banish this card; Special Summon 1 Cyberse Link Monster from your GY. You can only use each effect of ""World Legacy Collapse"" once per turn."
89320376,World Legacy Pawns,continous trap,"You can target 1 face-down monster you control; change it to face-up Attack or Defense Position. You can shuffle 1 ""Krawler"" monster from your GY into the Main Deck, then target 1 face-up monster you control; change it to face-down Defense Position. You can only use 1 ""World Legacy Pawns"" effect per turn, and only once that turn."
62530723,World Legacy Whispers,continous trap,"When this card is activated: You can target 1 Level 5 or higher monster on the field; it gains 1000 ATK/DEF until the end of this turn. Negate any opponent's Spell Card effect that activates in the same column as a ""Mekk-Knight"" monster you control."
98935722,World Legacy's Secret,continous trap,"When this card is activated: You can target 1 Level 5 or higher monster in your GY; Special Summon it. When this card leaves the field, destroy that monster. Negate any opponent's monster effect that activates in the same column as a ""Mekk-Knight"" monster you control."
76515293,Xing Zhen Hu,continous trap,Activate by selecting 2 Set Spell or Trap Cards on the field. The selected Spell or Trap Cards cannot be activated.
40736921,Xing Zhen Hu Replica,continous trap,"Select 1 Set Spell/Trap Card on the field. It cannot be activated. The effects of Spell, Trap, or Effect Monster Cards cannot be activated in response to this card's activation."
21723081,XYZ Hyper Cannon,continous trap,"You must control ""XYZ-Dragon Cannon"", or a Fusion Monster that lists ""XYZ-Dragon Cannon"" as material, to activate this card's effect. This card's effect depends on whose turn it is.<br><li>Your turn: You can target 1 of your banished Union monsters; place it on the bottom of your Deck, and if you do, draw 1 card.<br><li>Your opponent's turn: You can discard any number of cards, then target the same number of cards your opponent controls; destroy those cards.<br>You can only use this effect of ""XYZ Hyper Cannon"" once per turn."
32086564,Xyz Tribalrivals,continous trap,"Face-up Xyz Monsters on the field with 2 or more materials cannot be destroyed by card effects. After damage calculation, if your Xyz Monster battled an opponent's monster while this card is already face-up in your Spell & Trap Zone: Destroy that opponent's monster. That Xyz Monster must have 2 or more materials attached to activate and to resolve this effect."
96457619,Xyz Veil,continous trap,Face-up Xyz Monsters with Xyz Material cannot be targeted by card effects.
99064191,Xyz Wrath,continous trap,"Once per turn, when a Level 5 or higher monster's effect is activated (except during the Damage Step), and you control an Xyz Monster: You can discard 1 card; negate that effect, and if you do, destroy that monster."
30398342,Yang Zing Creation,continous trap,"Once per turn, if a monster(s) you control is destroyed by battle or card effect: You can Special Summon 1 ""Yang Zing"" monster from your Deck. You cannot Special Summon monsters from the Extra Deck, except Synchro Monsters."
77783947,Yang Zing Unleashed,continous trap,"All monsters your opponent controls must attack, if able. During either player's Main Phase or Battle Phase: You can send this face-up card from your Spell & Trap Zone to the Graveyard; immediately after this effect resolves, Synchro Summon 1 Synchro Monster, using 1 or more ""Yang Zing"" monsters you control as Synchro Materials."
88346805,You're Finished,continous trap,"If 10 or more cards and/or effects have been activated during this turn: Special Summon this card as an Effect Monster (Cyberse/DARK/Level 10/ATK 3000/DEF 3000) (this card is also still a Trap), but Set it in your Spell & Trap Zone during your End Phase. Once per turn, when your opponent activates a card or effect, while this card is in your Monster Zone (Quick Effect): You can destroy as many cards your opponent controls as possible, then Set this card in your Spell & Trap Zone."
65853758,YummyâRedemption,continous trap,"Monsters your opponent controls lose 200 ATK for each LIGHT Beast monster in your field and GY. Once per Chain, if you Synchro Summon a LIGHT Beast monster: You can draw 1 card, then place 1 card from your hand on the bottom of the Deck. You can banish this card from your GY, then target 1 ""Yummy"" monster you control and 1 monster your opponent controls; switch control of those 2 monsters. You can only use this effect of ""YummyâRedemption"" once per turn."
83319610,Zenmaiday,continous trap,"Once per turn: You can target 1 Machine-Type Xyz Monster you control; attach 1 ""Wind-Up"" monster from your hand or field to that monster as an Xyz Material. You cansend this face-up card from the field to the Graveyard, then target 1 ""Wind-Up"" Xyz Monster you control; Special Summon, from your Extra Deck, 1 ""Wind-Up"" monster that is 1 Rank higher than that target, by using that target as Xyz Material. (This Special Summon is treated as an Xyz Summon. Xyz Materials attached to it also become Xyz Materials on the Summoned monster.) You cannot activate these effects in the same chain."
88001391,Zoma the Earthbound Spirit,continous trap,"Special Summon this card as an Effect Monster (Zombie/DARK/Level 4/ATK 1800/DEF 500) with the following effect (this card is also still a Trap).<br><li>All monsters your opponent controls that can attack must attack this card.<br>If this card Summoned this way is destroyed by an opponent's monster's attack: Inflict damage to your opponent (max. 3000) equal to double the original ATK of the attacking monster. You can only use each effect of ""Zoma the Earthbound Spirit"" once per turn."
79852326,Zoma the Spirit,continous trap,Special Summon this card in Defense Position as an Effect Monster (Zombie/DARK/Level 4/ATK 1800/DEF 500). (This card is also still a Trap.) If this card Summoned this way is destroyed by battle: Inflict damage to your opponent equal to the ATK of the monster that destroyed it.
98918572,Zoodiac Gathering,continous trap,"If a ""Zoodiac"" Xyz Monster you control would detach its Xyz Material(s) to activate an effect, you can detach Xyz Material(s) from another Xyz Monster(s) you control instead. You can only use this effect of ""Zoodiac Gathering"" once per turn. You can banish this card from your Graveyard, then target 2 ""Zoodiac"" Xyz Monsters you control; attach 1 of those monsters to the other monster as Xyz Material."
45730592,Adamancipator Resonance,counter trap,"When a monster effect is activated, while you control an ""Adamancipator"" Synchro Monster: Negate the activation, and if you do, destroy it."
53112492,Anti-Spell,counter trap,Remove 2 Spell Counters on your side of the field. Negate the activation of a Spell Card and destroy it.
95561146,Apophis the Serpent,counter trap,"Special Summon this card as a Normal Monster (Reptile/EARTH/Level 4/ATK 1600/DEF 1800) (this card is also still a Trap), then you can Set 1 ""Apophis"" Trap from your Deck, except ""Apophis the Serpent"". It can be activated this turn. If this card is sent to the GY: You can add 1 ""Embodiment of Apophis"" from your Deck to your hand. You can only use each effect of ""Apophis the Serpent"" once per turn."
79649195,Armor Break,counter trap,Negate the activation of an Equip Spell card and destroy it.
76407432,Assault Counter,counter trap,"Activate only while you control an ""/Assault Mode"" monster. Negate the activation of a Spell Card, Trap Card, or Effect Monster's effect and destroy it."
78783370,Barrel Behind the Door,counter trap,You can only activate this card when an effect that inflicts damage to your Life Points is activated (except Battle Damage). Switch the Effect Damage you receive to your opponent's Life Points.
19688343,Battlin' Boxing Cross Counter,counter trap,"When your opponent activates a monster effect: Destroy 1 ""Battlin' Boxer"" or ""Number"" Xyz Monster you control, and if you do, negate the activation, and if you do that, destroy that monster, then you can apply the following effect.<br><li>Special Summon 1 ""Battlin' Boxer"" Xyz Monster from your Extra Deck with a different name than the first monster, and if you do, attach this card to it as material.<br>You can only activate 1 ""Battlin' Boxing Cross Counter"" per turn."
01712616,Beetrooper Fly & Sting,counter trap,"When your opponent activates a monster effect, while you control a ""Beetrooper"" monster: Negate the activation, and if you do, destroy it. During your End Phase, if this card is in your GY and you control an Insect monster with 3000 or more ATK: You can banish 1 Insect monster from your GY; Set this card. You can only use 1 ""Beetrooper Fly & Sting"" effect per turn, and only once that turn."
94662235,Bending Destiny,counter trap,"Activate only if all face-up monsters you control are ""Fortune Lady"" monsters. Negate the activation of a Spell or Trap Card, or the Normal Summon of a monster, and remove that card from play. The card removed from play by this effect is returned to its owner's hand during the End Phase."
50323155,Black Horn of Heaven,counter trap,Negate the Special Summon of 1 of your opponent's monsters and destroy it.
96367119,Black Shadow Squall,counter trap,"When a Spell/Trap Card is activated: Remove 1 Black Feather Counter from your field; negate the activation, and if you do, destroy that card. If you control ""Black-Winged Dragon"": You can Set this card from your GY, but banish it when it leaves the field. You can only use 1 ""Black Shadow Squall"" effect per turn, and only once that turn."
80254726,Blackbird Close,counter trap,"When a monster your opponent controls activates its effect: You can send 1 face-up ""Blackwing"" monster you control to the GY; negate the activation, and if you do, destroy it, then, you can Special Summon 1 ""Black-Winged Dragon"" from your Extra Deck. If you control a ""Blackwing"" Synchro Monster or ""Black-Winged Dragon"", you can activate this card from your hand."
17751597,Branded Retribution,counter trap,"When a Spell/Trap Card, or monster effect, is activated that includes an effect that Special Summons a monster(s): Return to the Extra Deck, 1 face-up Fusion Monster you control, or 2 Fusion Monsters in your GY, that mention ""Fallen of Albaz"" as material, and if you do, negate the activation, and if you do that, destroy that card. You can banish this card from your GY, then target 1 ""Branded"" Spell/Trap in your GY, except ""Branded Retribution""; add it to your hand. You can only use 1 ""Branded Retribution"" effect per turn, and only once that turn."
88086137,Broken Line,counter trap,"When a Spell/Trap Card, or monster effect, is activated in this card's column, while this card is Set: Negate the activation, and if you do, destroy that card."
86690572,Burgeoning Whirlflame,counter trap,"When a Trap Card is activated: Send 1 ""Laval"" monster from your hand to the Graveyard; negate the activation and destroy it. If this card is in the Graveyard: You can banish 2 FIRE monsters from your Graveyard; add this card to your hand."
77543769,Centur-Ion True Awakening,counter trap,"When a Spell/Trap Card, or monster effect, is activated: Send 1 face-up Monster Card from your Spell & Trap Zone to the GY; negate the activation, and if you do, destroy that card. You can only activate 1 ""Centur-Ion True Awakening"" per turn."
82382815,Champion's Vigilance,counter trap,"If you control a face-up Level 7 or higher Normal Monster, when a monster would be Summoned OR a Spell/Trap Card is activated: Negate the Summon or activation, and if you do destroy that card."
11593137,Chaos Trap Hole,counter trap,"When a LIGHT or DARK monster(s) would be Summoned: Pay 2000 LP; negate the Summon of the LIGHT and DARK monster(s), and if you do, banish it."
87955518,Chef's Special Recipe,counter trap,"When a Spell/Trap Card, or monster effect, is activated while you control a ""Nouvelles"" Ritual Monster: Negate the activation, then you can destroy that card if you control a monster that was Special Summoned by the effect of a ""Nouvelles"" monster. If you Special Summon ""Hungry Burger"": You can banish this card from your GY; Tribute as many monsters your opponent controls as possible. You can only use each effect of ""Chef's Special Recipe"" once per turn."
56532632,Chivalry,counter trap,"Activate only during the Battle Phase, when the effect of an opponent's Effect Monster is activated. Negate the activation and destroy that card."
42309337,Counter Counter,counter trap,"Negate the activation of a Counter Trap Card, and destroy it."
24566654,Crimson Fire,counter trap,"Activate only when your opponent activates a Spell or Trap Card that inflicts damage while you control a face-up ""Red Dragon Archfiend"". You take no damage, and your opponent takes twice the effect damage you would have taken, instead."
11155484,Crystal Miracle,counter trap,"When a Spell/Trap Card, or monster effect, is activated: Destroy 1 ""Crystal Beast"" card you control, and if you do, negate that activation, and if you do that, destroy that card. If a ""Crystal Beast"" card(s) is placed in your Spell & Trap Zone while this card is in your GY, even during the Damage Step: You can banish this card; place 1 ""Crystal Beast"" monster from your hand, Deck, or GY, face-up in your Spell & Trap Zone as a Continuous Spell. You can only use this effect of ""Crystal Miracle"" once per turn."
02926176,Curse of Royal,counter trap,Negate the activation of a Spell or Trap Card that includes the effect of destroying 1 Spell or Trap Card and destroy it.
58851034,Cursed Seal of the Forbidden Spell,counter trap,"When a Spell Card is activated: Discard 1 Spell; negate the activation, and if you do, destroy it, and if you do that, your opponent cannot activate Spell Cards with that name for the rest of this Duel."
07403341,Cynet Conflict,counter trap,"When a Spell/Trap Card, or monster effect, is activated while you control a ""Code Talker"" monster: Negate the activation, and if you do, banish that card, and if you do, your opponent cannot activate cards, or effects of cards, with the same original name as that card that was banished, until the end of the next turn. You can only activate 1 ""Cynet Conflict"" per turn."
46031686,Damage Polarizer,counter trap,"Activate only when an effect that inflicts damage is activated. Negate its activation and effect, and each player draws 1 card."
77538567,Dark Bribe,counter trap,"When your opponent activates a Spell/Trap Card: Your opponent draws 1 card, also negate the Spell/Trap activation, and if you do, destroy it."
05562461,Dark Illusion,counter trap,"Negate the activation of a Spell Card, Trap Card, or Effect Monster's effect that targets a face-up DARK monster, and destroy that card."
03167439,Dark World Punishment,counter trap,"When a monster(s) would be Normal or Special Summoned: You can negate the Summon, and if you do, destroy that monster(s), then discard 1 Fiend monster. If a ""Dark World"" monster(s) you control would be destroyed by battle or an opponent's card effect, you can banish this card from your GY instead. You can only use each effect of ""Dark World Punishment"" once per turn."
65703851,Debunk,counter trap,"Negate the activation of the effect of an Effect Monster that activates in the hand or Graveyard, and remove it from play."
98956134,Destruction Jammer,counter trap,"Discard 1 card. Negate the activation of a Spell Card, Trap Card, or Effect Monster's effect that destroys a monster(s) on the field, and destroy that card."
59905358,Dice Try!,counter trap,"Negate the activation of an opponent's Spell Card, Trap Card or Effect Monster's effect that requires a die roll, and destroy that card."
07336745,Dinomorphia Intact,counter trap,"When a monster effect is activated, while you control a ""Dinomorphia"" card: Pay half your LP; negate the activation, and if you do, destroy that monster, also whenever you take battle damage this turn, the damage taken becomes half your LP at that time. During damage calculation, while your LP are 2000 or less, if you would take battle damage: You can banish this card from your GY; you take no battle damage from that battle. You can only activate 1 ""Dinomorphia Intact"" per turn."
28292031,Dinomorphia Reversion,counter trap,"If you control a ""Dinomorphia"" Fusion Monster: Pay half your LP and banish 1 Counter Trap from your GY; this effect becomes that Counter Trap's effect when that card is activated. During damage calculation while your LP are 2000 or less, if you would take battle damage: You can banish this card from your GY; you take no battle damage from that battle. You can only activate 1 ""Dinomorphia Reversion"" per turn."
25419323,Dinomorphia Shell,counter trap,"At the start of your opponent's Battle Phase: Pay half your LP; Special Summon 1 ""Dinomorphia Token"" (Dinosaur/DARK/Level 10/ATK 0/DEF 3000), and if you do, for the rest of this turn, while you control that Token in your Monster Zone, your opponent cannot target other monsters for attacks, except that one. During damage calculation, while your LP are 2000 or less, if you would take battle damage: You can banish this card from your GY; you take no battle damage from that battle. You can only activate 1 ""Dinomorphia Shell"" per turn."
52807032,Dinomorphia Sonic,counter trap,"When your opponent activates a Spell/Trap Card, while you control a ""Dinomorphia"" monster: Pay half your LP; negate the activation, and if you do, destroy that card, then, destroy 1 ""Dinomorphia"" monster you control. During damage calculation, while your LP are 2000 or less, if you would take battle damage: You can banish this card from your GY; you take no battle damage from that battle. You can only activate 1 ""Dinomorphia Sonic"" per turn."
26834022,Disarm,counter trap,"Return 1 ""Gladiator Beast"" monster from your hand to the Deck, and negate the activation and effect of a Spell Card, and destroy it."
81066751,Divine Punishment,counter trap,"Activate only if ""The Sanctuary in the Sky"" is face-up on the field. Negate the activation of an opponent's Spell, Trap, or Effect Monster's effect, and destroy it."
49010598,Divine Wrath,counter trap,"When a monster effect is activated: Discard 1 card; negate the activation, and if you do, destroy that monster."
06260554,Do a Barrel Roll,counter trap,"When a Spell Card, Trap Card, or monster effect is activated: Tribute all ""Mecha Phantom Beast Tokens"" you control; negate the activation, and if you do, destroy it."
09070454,Draco-Utopian Aura,counter trap,"When your opponent activates a monster effect on the field: Negate the activation, and if you do, destroy that card, then, you can apply the following effect.<br><li>Banish 1 monster from your hand, and if you do, Special Summon the monster that was destroyed and sent to the GY by this effect to your field, but negate its effects.<br>You can only activate 1 ""Draco-Utopian Aura"" per turn."
85442146,Dragon's Mind,counter trap,"When a Spell/Trap Card, or monster effect, is activated while you control a monster with 2500 original ATK or DEF: Negate the activation, and if you do, destroy that card. If this card is in your GY: You can pay 2500 LP; Set this card, but banish it when it leaves the field. You can only use each effect of ""Dragon's Mind"" once per turn."
51849216,Dragunity Oubliette,counter trap,"When your opponent activates a Spell/Trap Card while you control a ""Dragunity"" Synchro Monster: Negate the activation, and if you do, banish that card, then if you control a Level 10 ""Dragunity"" monster, you can have 1 ""Dragunity"" monster you control gain 100 ATK for each face-up card that is currently banished. You can only activate 1 ""Dragunity Oubliette"" per turn."
04440873,Drastic Drop Off,counter trap,"Activate only when your opponent adds a card(s) from their Deck to their hand, including drawing a card(s). Your opponent discards 1 of those cards."
61459246,Dream Mirror Oneiromancy,counter trap,"Activate 1 of these effects.<br><li>When your opponent activates a Spell/Trap Card while a ""Dream Mirror of Joy"" is in a Field Zone: Negate the activation, and if you do, destroy that card.<br><li>When your opponent would Special Summon monster(s) while a ""Dream Mirror of Terror"" is in a Field Zone: Negate the Summon, and if you do, destroy that monster.<br>You can only activate 1 ""Dream Mirror Oneiromancy"" per turn."
84965420,Drytron Meteor Shower,counter trap,"When your opponent Normal or Special Summons a monster(s), while you control a Ritual Monster: Negate the Summon, and if you do, shuffle that monster into the Deck. You can only activate 1 ""Drytron Meteor Shower"" per turn."
29934351,Earthbound Wave,counter trap,"Activate only while you control a face-up ""Earthbound Immortal"" monster. Negate the activation of a Spell or Trap Card your opponent controls, and destroy it."
70628672,Emergeroid Call,counter trap,"When a Spell/Trap Card, or monster effect, is activated while you control a ""roid"" Fusion Monster: Negate the activation, then send all cards with the same name as that card from the activating player's Deck and Extra Deck to the GY. You can banish this card from the GY, then target 1 ""roid"" monster in your GY; add it to your hand. You can only use this effect of ""Emergeroid Call"" once per turn."
79383919,Evil Eye Retribution,counter trap,"When a Spell/Trap Card is activated, while you control an ""Evil Eye"" monster: Negate the activation, and if you do, destroy it. If ""Evil Eye of Selene"" is in your Spell & Trap Zone, this card's activation and effect cannot be negated. You can only activate 1 ""Evil Eye Retribution"" per turn."
68456353,Exterio's Fang,counter trap,"Activate only if you control a face-up ""Naturia"" monster and have at least 1 card in your hand. Negate the activation of an opponent's Spell/Trap Card and destroy it. Then, send 1 card from your hand to the Graveyard."
39276790,Face-Off,counter trap,"When a Spell/Trap Card, or monster effect, is activated during the Damage Step: Negate the activation, and if you do, destroy it."
71060915,Feather Wind,counter trap,"When a Spell/Trap Card is activated while you control a face-up ""Elemental HERO Avian"": Negate the activation and destroy it."
21834870,Fists of the Unrivaled Tenyi,counter trap,"When a Spell/Trap Card, or monster effect, is activated while you control a face-up non-Effect Monster: Negate the activation. If this Set card you control is destroyed by your opponent's card effect: You can Special Summon 1 non-Effect Monster from your Extra Deck."
60718396,Flamvell Counter,counter trap,"When a Spell/Trap Card is activated: Banish 1 FIRE monster with 200 DEF from your GY; negate the activation, and if you do, destroy it."
77610503,Floowandereeze and the Scary Sea,counter trap,"When your opponent would Special Summon a monster(s), while you control a face-up Tribute Summoned monster and no Special Summoned monsters: Negate the Summon, and if you do, return that monster to the hand, also for the rest of this turn, your opponent cannot Special Summon, and can conduct up to 3 Normal Summons/Sets this turn, not just 1. You can only activate 1 ""Floowandereeze and the Scary Sea"" per turn."
43340443,Forced Back,counter trap,Negate the Normal Summon or Flip Summon of a monster and return the monster to its owner's hand.
74416026,Frightfur March,counter trap,"When an opponent's Spell/Trap Card, or monster effect, is activated that targets a ""Frightfur"" monster(s) you control: Negate the activation, and if you do, destroy that card, then you can send 1 of the targeted ""Frightfur"" monsters to the Graveyard, and if you do, Special Summon 1 Level 8 or higher ""Frightfur"" Fusion Monster from your Extra Deck. (This Special Summon is treated as a Fusion Summon.) During your nextEnd Phase, banish the monster Special Summoned by this effect."
73026394,Fusion Guard,counter trap,"Activate only when an effect that inflicts damage is activated. Negate its activation and effect, and randomly send 1 Fusion Monster from your Fusion Deck to the Graveyard."
81601517,Gemini Counter,counter trap,"Change 1 face-up Gemini Monster you control to face-down Defense Position and negate the activation of an opponent's Spell Card, and destroy it."
96216229,Gladiator Beast War Chariot,counter trap,"When an Effect Monster's effect is activated, if you control a face-up ""Gladiator Beast"" monster: Negate the activation and destroy it."
69632396,Goblin Out of the Frying Pan,counter trap,Pay 500 Life Points. Negate the activation of a Spell Card and return it to the owner's hand.
56984514,Golden Land Forever!,counter trap,"When a Spell/Trap Card, or monster effect, is activated, while you control an ""Eldlich"" monster: Tribute 1 Zombie monster; negate the activation, and if you do, destroy that card. You can only activate 1 ""Golden Land Forever!"" per turn."
01637760,Grand Horn of Heaven,counter trap,"During your opponent's Main Phase, when they would Special Summon a monster(s):Negate the Summon, and if you do, destroy that monster, then your opponent draws1 card, then end the Main Phase."
07811875,Gravity Collapse,counter trap,Activate by sending 1 face-up Synchro Monster you control to the Graveyard when your opponent Summons a monster. Negate the Summon and destroy that card. Your opponent cannot Summon a monster until the End Phase of this turn.
84442536,Graydle Combat,counter trap,"When a Spell/Trap Card, or monster effect, that targets exactly 1 ""Graydle"" monster you control (and no other cards) is activated: Activate 1 of these effects;<br><li> The activated effect becomes ""Destroy that monster"".<br><li>Negate the activation, and if you do, destroy that card."
47439573,Heartless Drop Off,counter trap,"When a face-up card(s) on the field and/or in the GY is added to your opponent's hand by an effect: Look at their hand, also banish the added card(s) and all cards with the same name, if any."
37241623,Heraldry Record,counter trap,"When an effect of your opponent's Xyz Monster is activated by detaching its own Xyz Material(s): Negate the activation, and if you do, destroy it."
85854214,Hero's Rule 2,counter trap,"Negate the activation of a Spell, Trap or Effect Monster's effect that targets a card(s) in the Graveyard, and destroy it."
47360060,Hieratic Seal of Reflection,counter trap,"When a Spell Card, Trap Card, or monster effect is activated: Tribute 1 ""Hieratic"" monster; negate the activation, and if you do, destroy it."
